# cid2code.txt (Version 09/22/2009)
#
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
#
# The use of the Adobe-Japan2-0 character collection is now deprecated
# because the Adobe-Japan1-6 character collection made it
# obsolete. Please refer to the two files named "jisx0212-jp90.txt"
# and "jisx0212-jp04.txt" for the mapping from Adobe-Japan2-0 CIDs to
# corresponding Adobe-Japan1-6 CIDs.
#
# * * * * * * * * D E P R E C A T I O N   N O T I C E * * * * * * * *
# * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
# The data in this table contains seven tab-delimited columns of
# information. The contents of this file supplement Technical Note
# #5097 "Adobe-Japan2-0 Character Collection for CID-Keyed Fonts":
#
# http://www.adobe.com/devnet/font/
#
# This table contains lists CIDs 0 through 6067 in the first column,
# and provides additional columns that indicate whether a CID is used
# in a particular CMap resource, and if so, provides the encoded
# value. Here are some common aspects of the data that you will find
# in this table:
#
# o All character codes are provided in hexadecimal notation.
#
# o Many of the CMap resources indicated at the head of each column
#   have both "-H" (horizontal writing mode) and "-V" (vertical
#   writing mode) versions. Those with only a "-H" version are
#   explicitly shown with the "-H" appended. Those with both do not
#   have a writing mode suffix.
#
# o The character codes found in a corresponding "-V" (vertical
#   writing mode) CMap resource are indicated by a "v" appended to the
#   hexadecimal code.
#
# o There may be cases of single CIDs being referenced in multiple
#   encoding points within a single CMap resource. These cases are
#   comma-delimited, within the same column.
#
# The following is a synopsis of columns 2 and 7, and provides
# information about character set and encoding:
#
# o Column 2: Character codes for the "Hojo-H" and "Hojo-V" CMaps (JIS
#   X 0212-1990 character set, ISO-2022-JP-1 encoding).
#
# o Column 3: Character codes for the "Hojo-EUC-H" and "Hojo-EUC-V"
#   CMaps (JIS X 0212-1990 character set, EUC-JP encoding).
#
# o Column 4: Character codes for the "UniHojo-UCS2-H" and
#   "UniHojo-UCS2-V" CMaps (Unicode UCS-2/UTF-16 encoding).
#   (NOTE: These two CMap files are no longer being maintained. The
#   use of the UTF-8, UTF-16, and UTF-32 CMap files is recommended.)
#
# o Column 5: Character codes for the "UniHojo-UTF8-H" and
#   "UniHojo-UTF8-V" CMaps (Unicode UTF-8 encoding).
#
# o Column 6: Character codes for the "UniHojo-UTF16-H" and
#   "UniHojo-UTF16-V" CMaps (Unicode UTF-16 encoding).
#
# o Column 7: Character codes for the "UniHojo-UTF32-H" and
#   "UniHojo-UTF32-V" CMaps (Unicode UTF-32 encoding).
#
CID	Hojo	Hojo-EUC	UniHojo-UCS2	UniHojo-UTF8	UniHojo-UTF16	UniHojo-UTF32
3556	527e	8fd2fe	7c5e	e7b19e	7c5e	00007c5e
3557	5321	8fd3a1	7c61	e7b1a1	7c61	00007c61
3558	5322	8fd3a2	7c63	e7b1a3	7c63	00007c63
3559	5323	8fd3a3	7c67	e7b1a7	7c67	00007c67
3560	5324	8fd3a4	7c69	e7b1a9	7c69	00007c69
3561	5325	8fd3a5	7c6d	e7b1ad	7c6d	00007c6d
3562	5326	8fd3a6	7c6e	e7b1ae	7c6e	00007c6e
3563	5327	8fd3a7	7c70	e7b1b0	7c70	00007c70
3564	5328	8fd3a8	7c72	e7b1b2	7c72	00007c72
3565	5329	8fd3a9	7c79	e7b1b9	7c79	00007c79
3566	532a	8fd3aa	7c7c	e7b1bc	7c7c	00007c7c
3567	532b	8fd3ab	7c7d	e7b1bd	7c7d	00007c7d
3568	532c	8fd3ac	7c86	e7b286	7c86	00007c86
3569	532d	8fd3ad	7c87	e7b287	7c87	00007c87
3570	532e	8fd3ae	7c8f	e7b28f	7c8f	00007c8f
3571	532f	8fd3af	7c94	e7b294	7c94	00007c94
3572	5330	8fd3b0	7c9e	e7b29e	7c9e	00007c9e
3573	5331	8fd3b1	7ca0	e7b2a0	7ca0	00007ca0
3574	5332	8fd3b2	7ca6	e7b2a6	7ca6	00007ca6
3575	5333	8fd3b3	7cb0	e7b2b0	7cb0	00007cb0
3576	5334	8fd3b4	7cb6	e7b2b6	7cb6	00007cb6
3577	5335	8fd3b5	7cb7	e7b2b7	7cb7	00007cb7
3578	5336	8fd3b6	7cba	e7b2ba	7cba	00007cba
3579	5337	8fd3b7	7cbb	e7b2bb	7cbb	00007cbb
3580	5338	8fd3b8	7cbc	e7b2bc	7cbc	00007cbc
3581	5339	8fd3b9	7cbf	e7b2bf	7cbf	00007cbf
3582	533a	8fd3ba	7cc4	e7b384	7cc4	00007cc4
3583	533b	8fd3bb	7cc7	e7b387	7cc7	00007cc7
3584	533c	8fd3bc	7cc8	e7b388	7cc8	00007cc8
3585	533d	8fd3bd	7cc9	e7b389	7cc9	00007cc9
3586	533e	8fd3be	7ccd	e7b38d	7ccd	00007ccd
3587	533f	8fd3bf	7ccf	e7b38f	7ccf	00007ccf
3588	5340	8fd3c0	7cd3	e7b393	7cd3	00007cd3
3589	5341	8fd3c1	7cd4	e7b394	7cd4	00007cd4
3590	5342	8fd3c2	7cd5	e7b395	7cd5	00007cd5
3591	5343	8fd3c3	7cd7	e7b397	7cd7	00007cd7
3592	5344	8fd3c4	7cd9	e7b399	7cd9	00007cd9
3593	5345	8fd3c5	7cda	e7b39a	7cda	00007cda
3594	5346	8fd3c6	7cdd	e7b39d	7cdd	00007cdd
3595	5347	8fd3c7	7ce6	e7b3a6	7ce6	00007ce6
3596	5348	8fd3c8	7ce9	e7b3a9	7ce9	00007ce9
3597	5349	8fd3c9	7ceb	e7b3ab	7ceb	00007ceb
3598	534a	8fd3ca	7cf5	e7b3b5	7cf5	00007cf5
3599	534b	8fd3cb	7d03	e7b483	7d03	00007d03
3600	534c	8fd3cc	7d07	e7b487	7d07	00007d07
3601	534d	8fd3cd	7d08	e7b488	7d08	00007d08
3602	534e	8fd3ce	7d09	e7b489	7d09	00007d09
3603	534f	8fd3cf	7d0f	e7b48f	7d0f	00007d0f
3604	5350	8fd3d0	7d11	e7b491	7d11	00007d11
3605	5351	8fd3d1	7d12	e7b492	7d12	00007d12
3606	5352	8fd3d2	7d13	e7b493	7d13	00007d13
3607	5353	8fd3d3	7d16	e7b496	7d16	00007d16
3608	5354	8fd3d4	7d1d	e7b49d	7d1d	00007d1d
3609	5355	8fd3d5	7d1e	e7b49e	7d1e	00007d1e
3610	5356	8fd3d6	7d23	e7b4a3	7d23	00007d23
3611	5357	8fd3d7	7d26	e7b4a6	7d26	00007d26
3612	5358	8fd3d8	7d2a	e7b4aa	7d2a	00007d2a
3613	5359	8fd3d9	7d2d	e7b4ad	7d2d	00007d2d
3614	535a	8fd3da	7d31	e7b4b1	7d31	00007d31
3615	535b	8fd3db	7d3c	e7b4bc	7d3c	00007d3c
3616	535c	8fd3dc	7d3d	e7b4bd	7d3d	00007d3d
3617	535d	8fd3dd	7d3e	e7b4be	7d3e	00007d3e
3618	535e	8fd3de	7d40	e7b580	7d40	00007d40
3619	535f	8fd3df	7d41	e7b581	7d41	00007d41
3620	5360	8fd3e0	7d47	e7b587	7d47	00007d47
3621	5361	8fd3e1	7d48	e7b588	7d48	00007d48
3622	5362	8fd3e2	7d4d	e7b58d	7d4d	00007d4d
3623	5363	8fd3e3	7d51	e7b591	7d51	00007d51
3624	5364	8fd3e4	7d53	e7b593	7d53	00007d53
3625	5365	8fd3e5	7d57	e7b597	7d57	00007d57
3626	5366	8fd3e6	7d59	e7b599	7d59	00007d59
3627	5367	8fd3e7	7d5a	e7b59a	7d5a	00007d5a
3628	5368	8fd3e8	7d5c	e7b59c	7d5c	00007d5c
3629	5369	8fd3e9	7d5d	e7b59d	7d5d	00007d5d
3630	536a	8fd3ea	7d65	e7b5a5	7d65	00007d65
3631	536b	8fd3eb	7d67	e7b5a7	7d67	00007d67
3632	536c	8fd3ec	7d6a	e7b5aa	7d6a	00007d6a
3633	536d	8fd3ed	7d70	e7b5b0	7d70	00007d70
3634	536e	8fd3ee	7d78	e7b5b8	7d78	00007d78
3635	536f	8fd3ef	7d7a	e7b5ba	7d7a	00007d7a
3636	5370	8fd3f0	7d7b	e7b5bb	7d7b	00007d7b
3637	5371	8fd3f1	7d7f	e7b5bf	7d7f	00007d7f
3638	5372	8fd3f2	7d81	e7b681	7d81	00007d81
3639	5373	8fd3f3	7d82	e7b682	7d82	00007d82
3640	5374	8fd3f4	7d83	e7b683	7d83	00007d83
3641	5375	8fd3f5	7d85	e7b685	7d85	00007d85
3642	5376	8fd3f6	7d86	e7b686	7d86	00007d86
3643	5377	8fd3f7	7d88	e7b688	7d88	00007d88
3644	5378	8fd3f8	7d8b	e7b68b	7d8b	00007d8b
3645	5379	8fd3f9	7d8c	e7b68c	7d8c	00007d8c
3646	537a	8fd3fa	7d8d	e7b68d	7d8d	00007d8d
3647	537b	8fd3fb	7d91	e7b691	7d91	00007d91
3648	537c	8fd3fc	7d96	e7b696	7d96	00007d96
3649	537d	8fd3fd	7d97	e7b697	7d97	00007d97
3650	537e	8fd3fe	7d9d	e7b69d	7d9d	00007d9d
3651	5421	8fd4a1	7d9e	e7b69e	7d9e	00007d9e
3652	5422	8fd4a2	7da6	e7b6a6	7da6	00007da6
3653	5423	8fd4a3	7da7	e7b6a7	7da7	00007da7
3654	5424	8fd4a4	7daa	e7b6aa	7daa	00007daa
3655	5425	8fd4a5	7db3	e7b6b3	7db3	00007db3
3656	5426	8fd4a6	7db6	e7b6b6	7db6	00007db6
3657	5427	8fd4a7	7db7	e7b6b7	7db7	00007db7
3658	5428	8fd4a8	7db9	e7b6b9	7db9	00007db9
3659	5429	8fd4a9	7dc2	e7b782	7dc2	00007dc2
3660	542a	8fd4aa	7dc3	e7b783	7dc3	00007dc3
3661	542b	8fd4ab	7dc4	e7b784	7dc4	00007dc4
3662	542c	8fd4ac	7dc5	e7b785	7dc5	00007dc5
3663	542d	8fd4ad	7dc6	e7b786	7dc6	00007dc6
3664	542e	8fd4ae	7dcc	e7b78c	7dcc	00007dcc
3665	542f	8fd4af	7dcd	e7b78d	7dcd	00007dcd
3666	5430	8fd4b0	7dce	e7b78e	7dce	00007dce
3667	5431	8fd4b1	7dd7	e7b797	7dd7	00007dd7
3668	5432	8fd4b2	7dd9	e7b799	7dd9	00007dd9
3669	5433	8fd4b3	7e00	e7b880	7e00	00007e00
3670	5434	8fd4b4	7de2	e7b7a2	7de2	00007de2
3671	5435	8fd4b5	7de5	e7b7a5	7de5	00007de5
3672	5436	8fd4b6	7de6	e7b7a6	7de6	00007de6
3673	5437	8fd4b7	7dea	e7b7aa	7dea	00007dea
3674	5438	8fd4b8	7deb	e7b7ab	7deb	00007deb
3675	5439	8fd4b9	7ded	e7b7ad	7ded	00007ded
3676	543a	8fd4ba	7df1	e7b7b1	7df1	00007df1
3677	543b	8fd4bb	7df5	e7b7b5	7df5	00007df5
3678	543c	8fd4bc	7df6	e7b7b6	7df6	00007df6
3679	543d	8fd4bd	7df9	e7b7b9	7df9	00007df9
3680	543e	8fd4be	7dfa	e7b7ba	7dfa	00007dfa
3681	543f	8fd4bf	7e08	e7b888	7e08	00007e08
3682	5440	8fd4c0	7e10	e7b890	7e10	00007e10
3683	5441	8fd4c1	7e11	e7b891	7e11	00007e11
3684	5442	8fd4c2	7e15	e7b895	7e15	00007e15
3685	5443	8fd4c3	7e17	e7b897	7e17	00007e17
3686	5444	8fd4c4	7e1c	e7b89c	7e1c	00007e1c
3687	5445	8fd4c5	7e1d	e7b89d	7e1d	00007e1d
3688	5446	8fd4c6	7e20	e7b8a0	7e20	00007e20
3689	5447	8fd4c7	7e27	e7b8a7	7e27	00007e27
3690	5448	8fd4c8	7e28	e7b8a8	7e28	00007e28
3691	5449	8fd4c9	7e2c	e7b8ac	7e2c	00007e2c
3692	544a	8fd4ca	7e2d	e7b8ad	7e2d	00007e2d
3693	544b	8fd4cb	7e2f	e7b8af	7e2f	00007e2f
3694	544c	8fd4cc	7e33	e7b8b3	7e33	00007e33
3695	544d	8fd4cd	7e36	e7b8b6	7e36	00007e36
3696	544e	8fd4ce	7e3f	e7b8bf	7e3f	00007e3f
3697	544f	8fd4cf	7e44	e7b984	7e44	00007e44
3698	5450	8fd4d0	7e45	e7b985	7e45	00007e45
3699	5451	8fd4d1	7e47	e7b987	7e47	00007e47
3700	5452	8fd4d2	7e4e	e7b98e	7e4e	00007e4e
3701	5453	8fd4d3	7e50	e7b990	7e50	00007e50
3702	5454	8fd4d4	7e52	e7b992	7e52	00007e52
3703	5455	8fd4d5	7e58	e7b998	7e58	00007e58
3704	5456	8fd4d6	7e5f	e7b99f	7e5f	00007e5f
3705	5457	8fd4d7	7e61	e7b9a1	7e61	00007e61
3706	5458	8fd4d8	7e62	e7b9a2	7e62	00007e62
3707	5459	8fd4d9	7e65	e7b9a5	7e65	00007e65
3708	545a	8fd4da	7e6b	e7b9ab	7e6b	00007e6b
3709	545b	8fd4db	7e6e	e7b9ae	7e6e	00007e6e
3710	545c	8fd4dc	7e6f	e7b9af	7e6f	00007e6f
3711	545d	8fd4dd	7e73	e7b9b3	7e73	00007e73
3712	545e	8fd4de	7e78	e7b9b8	7e78	00007e78
3713	545f	8fd4df	7e7e	e7b9be	7e7e	00007e7e
3714	5460	8fd4e0	7e81	e7ba81	7e81	00007e81
3715	5461	8fd4e1	7e86	e7ba86	7e86	00007e86
3716	5462	8fd4e2	7e87	e7ba87	7e87	00007e87
3717	5463	8fd4e3	7e8a	e7ba8a	7e8a	00007e8a
3718	5464	8fd4e4	7e8d	e7ba8d	7e8d	00007e8d
3719	5465	8fd4e5	7e91	e7ba91	7e91	00007e91
3720	5466	8fd4e6	7e95	e7ba95	7e95	00007e95
3721	5467	8fd4e7	7e98	e7ba98	7e98	00007e98
3722	5468	8fd4e8	7e9a	e7ba9a	7e9a	00007e9a
3723	5469	8fd4e9	7e9d	e7ba9d	7e9d	00007e9d
3724	546a	8fd4ea	7e9e	e7ba9e	7e9e	00007e9e
3725	546b	8fd4eb	7f3c	e7bcbc	7f3c	00007f3c
3726	546c	8fd4ec	7f3b	e7bcbb	7f3b	00007f3b
3727	546d	8fd4ed	7f3d	e7bcbd	7f3d	00007f3d
3728	546e	8fd4ee	7f3e	e7bcbe	7f3e	00007f3e
3729	546f	8fd4ef	7f3f	e7bcbf	7f3f	00007f3f
3730	5470	8fd4f0	7f43	e7bd83	7f43	00007f43
3731	5471	8fd4f1	7f44	e7bd84	7f44	00007f44
3732	5472	8fd4f2	7f47	e7bd87	7f47	00007f47
3733	5473	8fd4f3	7f4f	e7bd8f	7f4f	00007f4f
3734	5474	8fd4f4	7f52	e2bab2,e7bd92	2eb2,7f52	00002eb2,00007f52
3735	5475	8fd4f5	7f53	e2bab1,e7bd93	2eb1,7f53	00002eb1,00007f53
3736	5476	8fd4f6	7f5b	e7bd9b	7f5b	00007f5b
3737	5477	8fd4f7	7f5c	e7bd9c	7f5c	00007f5c
3738	5478	8fd4f8	7f5d	e7bd9d	7f5d	00007f5d
3739	5479	8fd4f9	7f61	e7bda1	7f61	00007f61
3740	547a	8fd4fa	7f63	e7bda3	7f63	00007f63
3741	547b	8fd4fb	7f64	e7bda4	7f64	00007f64
3742	547c	8fd4fc	7f65	e7bda5	7f65	00007f65
3743	547d	8fd4fd	7f66	e7bda6	7f66	00007f66
3744	547e	8fd4fe	7f6d	e7bdad	7f6d	00007f6d
3745	5521	8fd5a1	7f71	e7bdb1	7f71	00007f71
3746	5522	8fd5a2	7f7d	e7bdbd	7f7d	00007f7d
3747	5523	8fd5a3	7f7e	e7bdbe	7f7e	00007f7e
3748	5524	8fd5a4	7f7f	e7bdbf	7f7f	00007f7f
3749	5525	8fd5a5	7f80	e7be80	7f80	00007f80
3750	5526	8fd5a6	7f8b	e7be8b	7f8b	00007f8b
3751	5527	8fd5a7	7f8d	e7be8d	7f8d	00007f8d
3752	5528	8fd5a8	7f8f	e7be8f	7f8f	00007f8f
3753	5529	8fd5a9	7f90	e7be90	7f90	00007f90
3754	552a	8fd5aa	7f91	e7be91	7f91	00007f91
3755	552b	8fd5ab	7f96	e7be96	7f96	00007f96
3756	552c	8fd5ac	7f97	e7be97	7f97	00007f97
3757	552d	8fd5ad	7f9c	e7be9c	7f9c	00007f9c
3758	552e	8fd5ae	7fa1	e7bea1	7fa1	00007fa1
3759	552f	8fd5af	7fa2	e7bea2	7fa2	00007fa2
3760	5530	8fd5b0	7fa6	e7bea6	7fa6	00007fa6
3761	5531	8fd5b1	7faa	e7beaa	7faa	00007faa
3762	5532	8fd5b2	7fad	e7bead	7fad	00007fad
3763	5533	8fd5b3	7fb4	e7beb4	7fb4	00007fb4
3764	5534	8fd5b4	7fbc	e7bebc	7fbc	00007fbc
3765	5535	8fd5b5	7fbf	e7bebf	7fbf	00007fbf
3766	5536	8fd5b6	7fc0	e7bf80	7fc0	00007fc0
3767	5537	8fd5b7	7fc3	e7bf83	7fc3	00007fc3
3768	5538	8fd5b8	7fc8	e7bf88	7fc8	00007fc8
3769	5539	8fd5b9	7fce	e7bf8e	7fce	00007fce
3770	553a	8fd5ba	7fcf	e7bf8f	7fcf	00007fcf
3771	553b	8fd5bb	7fdb	e7bf9b	7fdb	00007fdb
3772	553c	8fd5bc	7fdf	e7bf9f	7fdf	00007fdf
3773	553d	8fd5bd	7fe3	e7bfa3	7fe3	00007fe3
3774	553e	8fd5be	7fe5	e7bfa5	7fe5	00007fe5
3775	553f	8fd5bf	7fe8	e7bfa8	7fe8	00007fe8
3776	5540	8fd5c0	7fec	e7bfac	7fec	00007fec
3777	5541	8fd5c1	7fee	e7bfae	7fee	00007fee
3778	5542	8fd5c2	7fef	e7bfaf	7fef	00007fef
3779	5543	8fd5c3	7ff2	e7bfb2	7ff2	00007ff2
3780	5544	8fd5c4	7ffa	e7bfba	7ffa	00007ffa
3781	5545	8fd5c5	7ffd	e7bfbd	7ffd	00007ffd
3782	5546	8fd5c6	7ffe	e7bfbe	7ffe	00007ffe
3783	5547	8fd5c7	7fff	e7bfbf	7fff	00007fff
3784	5548	8fd5c8	8007	e88087	8007	00008007
3785	5549	8fd5c9	8008	e88088	8008	00008008
3786	554a	8fd5ca	800a	e8808a	800a	0000800a
3787	554b	8fd5cb	800d	e8808d	800d	0000800d
3788	554c	8fd5cc	800e	e8808e	800e	0000800e
3789	554d	8fd5cd	800f	e8808f	800f	0000800f
3790	554e	8fd5ce	8011	e88091	8011	00008011
3791	554f	8fd5cf	8013	e88093	8013	00008013
3792	5550	8fd5d0	8014	e88094	8014	00008014
3793	5551	8fd5d1	8016	e88096	8016	00008016
3794	5552	8fd5d2	801d	e8809d	801d	0000801d
3795	5553	8fd5d3	801e	e8809e	801e	0000801e
3796	5554	8fd5d4	801f	e8809f	801f	0000801f
3797	5555	8fd5d5	8020	e880a0	8020	00008020
3798	5556	8fd5d6	8024	e880a4	8024	00008024
3799	5557	8fd5d7	8026	e880a6	8026	00008026
3800	5558	8fd5d8	802c	e880ac	802c	0000802c
3801	5559	8fd5d9	802e	e880ae	802e	0000802e
3802	555a	8fd5da	8030	e880b0	8030	00008030
3803	555b	8fd5db	8034	e880b4	8034	00008034
3804	555c	8fd5dc	8035	e880b5	8035	00008035
3805	555d	8fd5dd	8037	e880b7	8037	00008037
3806	555e	8fd5de	8039	e880b9	8039	00008039
3807	555f	8fd5df	803a	e880ba	803a	0000803a
3808	5560	8fd5e0	803c	e880bc	803c	0000803c
3809	5561	8fd5e1	803e	e880be	803e	0000803e
3810	5562	8fd5e2	8040	e88180	8040	00008040
3811	5563	8fd5e3	8044	e88184	8044	00008044
3812	5564	8fd5e4	8060	e881a0	8060	00008060
3813	5565	8fd5e5	8064	e881a4	8064	00008064
3814	5566	8fd5e6	8066	e881a6	8066	00008066
3815	5567	8fd5e7	806d	e881ad	806d	0000806d
3816	5568	8fd5e8	8071	e881b1	8071	00008071
3817	5569	8fd5e9	8075	e881b5	8075	00008075
3818	556a	8fd5ea	8081	e88281	8081	00008081
3819	556b	8fd5eb	8088	e88288	8088	00008088
3820	556c	8fd5ec	808e	e8828e	808e	0000808e
3821	556d	8fd5ed	809c	e8829c	809c	0000809c
3822	556e	8fd5ee	809e	e8829e	809e	0000809e
3823	556f	8fd5ef	80a6	e882a6	80a6	000080a6
3824	5570	8fd5f0	80a7	e882a7	80a7	000080a7
3825	5571	8fd5f1	80ab	e882ab	80ab	000080ab
3826	5572	8fd5f2	80b8	e882b8	80b8	000080b8
3827	5573	8fd5f3	80b9	e882b9	80b9	000080b9
3828	5574	8fd5f4	80c8	e88388	80c8	000080c8
3829	5575	8fd5f5	80cd	e8838d	80cd	000080cd
3830	5576	8fd5f6	80cf	e8838f	80cf	000080cf
3831	5577	8fd5f7	80d2	e88392	80d2	000080d2
3832	5578	8fd5f8	80d4	e88394	80d4	000080d4
3833	5579	8fd5f9	80d5	e88395	80d5	000080d5
3834	557a	8fd5fa	80d7	e88397	80d7	000080d7
3835	557b	8fd5fb	80d8	e88398	80d8	000080d8
3836	557c	8fd5fc	80e0	e883a0	80e0	000080e0
3837	557d	8fd5fd	80ed	e883ad	80ed	000080ed
3838	557e	8fd5fe	80ee	e883ae	80ee	000080ee
3839	5621	8fd6a1	80f0	e883b0	80f0	000080f0
3840	5622	8fd6a2	80f2	e883b2	80f2	000080f2
3841	5623	8fd6a3	80f3	e883b3	80f3	000080f3
3842	5624	8fd6a4	80f6	e883b6	80f6	000080f6
3843	5625	8fd6a5	80f9	e883b9	80f9	000080f9
3844	5626	8fd6a6	80fa	e883ba	80fa	000080fa
3845	5627	8fd6a7	80fe	e883be	80fe	000080fe
3846	5628	8fd6a8	8103	e88483	8103	00008103
3847	5629	8fd6a9	810b	e8848b	810b	0000810b
3848	562a	8fd6aa	8116	e88496	8116	00008116
3849	562b	8fd6ab	8117	e88497	8117	00008117
3850	562c	8fd6ac	8118	e88498	8118	00008118
3851	562d	8fd6ad	811c	e8849c	811c	0000811c
3852	562e	8fd6ae	811e	e8849e	811e	0000811e
3853	562f	8fd6af	8120	e884a0	8120	00008120
3854	5630	8fd6b0	8124	e884a4	8124	00008124
3855	5631	8fd6b1	8127	e884a7	8127	00008127
3856	5632	8fd6b2	812c	e884ac	812c	0000812c
3857	5633	8fd6b3	8130	e884b0	8130	00008130
3858	5634	8fd6b4	8135	e884b5	8135	00008135
3859	5635	8fd6b5	813a	e884ba	813a	0000813a
3860	5636	8fd6b6	813c	e884bc	813c	0000813c
3861	5637	8fd6b7	8145	e88585	8145	00008145
3862	5638	8fd6b8	8147	e88587	8147	00008147
3863	5639	8fd6b9	814a	e8858a	814a	0000814a
3864	563a	8fd6ba	814c	e8858c	814c	0000814c
3865	563b	8fd6bb	8152	e88592	8152	00008152
3866	563c	8fd6bc	8157	e88597	8157	00008157
3867	563d	8fd6bd	8160	e885a0	8160	00008160
3868	563e	8fd6be	8161	e885a1	8161	00008161
3869	563f	8fd6bf	8167	e885a7	8167	00008167
3870	5640	8fd6c0	8168	e885a8	8168	00008168
3871	5641	8fd6c1	8169	e885a9	8169	00008169
3872	5642	8fd6c2	816d	e885ad	816d	0000816d
3873	5643	8fd6c3	816f	e885af	816f	0000816f
3874	5644	8fd6c4	8177	e885b7	8177	00008177
3875	5645	8fd6c5	8181	e88681	8181	00008181
3876	5646	8fd6c6	8190	e88690	8190	00008190
3877	5647	8fd6c7	8184	e88684	8184	00008184
3878	5648	8fd6c8	8185	e88685	8185	00008185
3879	5649	8fd6c9	8186	e88686	8186	00008186
3880	564a	8fd6ca	818b	e8868b	818b	0000818b
3881	564b	8fd6cb	818e	e8868e	818e	0000818e
3882	564c	8fd6cc	8196	e88696	8196	00008196
3883	564d	8fd6cd	8198	e88698	8198	00008198
3884	564e	8fd6ce	819b	e8869b	819b	0000819b
3885	564f	8fd6cf	819e	e8869e	819e	0000819e
3886	5650	8fd6d0	81a2	e886a2	81a2	000081a2
3887	5651	8fd6d1	81ae	e886ae	81ae	000081ae
3888	5652	8fd6d2	81b2	e886b2	81b2	000081b2
3889	5653	8fd6d3	81b4	e886b4	81b4	000081b4
3890	5654	8fd6d4	81bb	e886bb	81bb	000081bb
3891	5655	8fd6d5	81cb	e8878b	81cb	000081cb
3892	5656	8fd6d6	81c3	e88783	81c3	000081c3
3893	5657	8fd6d7	81c5	e88785	81c5	000081c5
3894	5658	8fd6d8	81ca	e8878a	81ca	000081ca
3895	5659	8fd6d9	81ce	e8878e	81ce	000081ce
3896	565a	8fd6da	81cf	e8878f	81cf	000081cf
3897	565b	8fd6db	81d5	e88795	81d5	000081d5
3898	565c	8fd6dc	81d7	e88797	81d7	000081d7
3899	565d	8fd6dd	81db	e8879b	81db	000081db
3900	565e	8fd6de	81dd	e8879d	81dd	000081dd
3901	565f	8fd6df	81de	e8879e	81de	000081de
3902	5660	8fd6e0	81e1	e887a1	81e1	000081e1
3903	5661	8fd6e1	81e4	e887a4	81e4	000081e4
3904	5662	8fd6e2	81eb	e887ab	81eb	000081eb
3905	5663	8fd6e3	81ec	e887ac	81ec	000081ec
3906	5664	8fd6e4	81f0	e887b0	81f0	000081f0
3907	5665	8fd6e5	81f1	e887b1	81f1	000081f1
3908	5666	8fd6e6	81f2	e887b2	81f2	000081f2
3909	5667	8fd6e7	81f5	e887b5	81f5	000081f5
3910	5668	8fd6e8	81f6	e887b6	81f6	000081f6
3911	5669	8fd6e9	81f8	e887b8	81f8	000081f8
3912	566a	8fd6ea	81f9	e887b9	81f9	000081f9
3913	566b	8fd6eb	81fd	e887bd	81fd	000081fd
3914	566c	8fd6ec	81ff	e887bf	81ff	000081ff
3915	566d	8fd6ed	8200	e88880	8200	00008200
3916	566e	8fd6ee	8203	e88883	8203	00008203
3917	566f	8fd6ef	820f	e8888f	820f	0000820f
3918	5670	8fd6f0	8213	e88893	8213	00008213
3919	5671	8fd6f1	8214	e88894	8214	00008214
3920	5672	8fd6f2	8219	e88899	8219	00008219
3921	5673	8fd6f3	821a	e8889a	821a	0000821a
3922	5674	8fd6f4	821d	e8889d	821d	0000821d
3923	5675	8fd6f5	8221	e888a1	8221	00008221
3924	5676	8fd6f6	8222	e888a2	8222	00008222
3925	5677	8fd6f7	8228	e888a8	8228	00008228
3926	5678	8fd6f8	8232	e888b2	8232	00008232
3927	5679	8fd6f9	8234	e888b4	8234	00008234
3928	567a	8fd6fa	823a	e888ba	823a	0000823a
3929	567b	8fd6fb	8243	e88983	8243	00008243
3930	567c	8fd6fc	8244	e88984	8244	00008244
3931	567d	8fd6fd	8245	e88985	8245	00008245
3932	567e	8fd6fe	8246	e88986	8246	00008246
3933	5721	8fd7a1	824b	e8898b	824b	0000824b
3934	5722	8fd7a2	824e	e8898e	824e	0000824e
3935	5723	8fd7a3	824f	e8898f	824f	0000824f
3936	5724	8fd7a4	8251	e88991	8251	00008251
3937	5725	8fd7a5	8256	e88996	8256	00008256
3938	5726	8fd7a6	825c	e8899c	825c	0000825c
3939	5727	8fd7a7	8260	e889a0	8260	00008260
3940	5728	8fd7a8	8263	e889a3	8263	00008263
3941	5729	8fd7a9	8267	e889a7	8267	00008267
3942	572a	8fd7aa	826d	e889ad	826d	0000826d
3943	572b	8fd7ab	8274	e889b4	8274	00008274
3944	572c	8fd7ac	827b	e889bb	827b	0000827b
3945	572d	8fd7ad	827d	e889bd	827d	0000827d
3946	572e	8fd7ae	827f	e889bf	827f	0000827f
3947	572f	8fd7af	8280	e88a80	8280	00008280
3948	5730	8fd7b0	8281	e88a81	8281	00008281
3949	5731	8fd7b1	8283	e88a83	8283	00008283
3950	5732	8fd7b2	8284	e88a84	8284	00008284
3951	5733	8fd7b3	8287	e88a87	8287	00008287
3952	5734	8fd7b4	8289	e88a89	8289	00008289
3953	5735	8fd7b5	828a	e88a8a	828a	0000828a
3954	5736	8fd7b6	828e	e88a8e	828e	0000828e
3955	5737	8fd7b7	8291	e88a91	8291	00008291
